IDCustomer,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PreferredPaymentMethod
C00907,Ms.,Veronica,Anderson,1971-08-06,S,F,veronica.anderson@hotmail.com,63760,2,Bachelors,Professional,N,Apple Pay
C00908,Ms.,Christine,Bryant,1965-10-28,M,F,christine.bryant@gmail.com,182247,2,Bachelors,Skilled Manual,Y,Google Pay
C00909,Dr.,Karen,King,1991-11-08,S,F,karen.king@gmail.com,147276,2,Graduate Degree,Skilled Manual,Y,Credit Card
C00910,Mrs.,Carol,Price,1956-12-17,M,F,carol.price@gmail.com,28791,1,Bachelors,Skilled Manual,N,Credit Card
C00911,Mr.,Jeffrey,West,1973-07-10,M,M,jeffrey.west@gmail.com,28645,1,Partial College,Skilled Manual,Y,Credit Card
C00912,Mr.,Sean,Jensen,1968-03-28,S,m,sean.jensen@live.com,53667,1,Graduate Degree,Professional,Y,PayPal
C00913,Mr.,Ashton,Watkins,1964-06-24,M,M,ashton.watkins@gmail.com,26178,3,Bachelors,Professional,Y,Google Pay
C00914,Mr.,Landon,HaNsOn,1977-10-20,S,M,landon.hanson@hotmail.com,85629,2,Partial College,Clerical,N,Credit Card
C00915,Mr.,Wesley,Dominguez,1999-06-01,M,M,wesley.dominguez@protonmail.com,28005,0,Partial College,Management,Y,Credit Card
C00916,Mr.,Nicholas,Aguilar,1987-12-12,M,M,nicholas.aguilar@protonmail.com,196854,2,Bachelors,Management,Y,PayPal
C00917,Mr.,Kevin,ToRrEs,1960-06-02,M,M,kevin.torres@gmail.com,69559,3,Partial College,Professional,N,Credit Card
C00918,Mrs.,Willow,  Ramos,1982-03-13,M,F,willow.ramos@gmail.com,61322,3,Graduate Degree,Manual,N,Apple Pay
C00919,Mrs.,Brittany,Garza,1956-08-15,M,F,brittany.garza@gmail.com,226019,0,Partial College,Professional,N,PayPal
C00920,Mrs.,Lori,Vega,1996-02-26,S,F,lori.vega@gmail.com,34159,1,Bachelors,Manual,Y,Apple Pay
C00921,Dr.,Easton,oLIVER,1979-12-13,M,M,easton.oliver@icloud.com,167468,2,High School,Management,N,Credit Card
C00922,Mr.,Alan,Murphy,2000-07-15,S,M,alan.murphy@gmail.com,69145,1,Partial High School,Manual,N,Credit Card
C00923,Ms.,Vivian  ,Myers,1995-03-05,M,F,vivian.myers@gmail.com,78783,4,Bachelors,Clerical,Y,Google Pay
C00924,Dr.,Ezra,Bell,1965-06-13,M,M,ezra.bell@yahoo.com,101912,2,High School,Clerical,N,Apple Pay
C00925,Mr.,Andrew,NUNEZ,1973-06-24,M,M,andrew.nunez@gmail.com,55596,1,Bachelors,Skilled Manual,Y,PayPal
C00926,Mr.,Billy,Soto,1956-08-11,M,M,billy.soto@gmail.com,29111,0,Partial College,Skilled Manual,Y,Credit Card
C00927,Mr.,Owen,Figueroa,1994-08-28,M,M,owen.figueroa@gmail.com,49617,4,Partial College,Skilled Manual,Y,PayPal
C00928,Mr.,Lincoln,Henderson,1967-05-06,S,M,lincoln.henderson@hotmail.com,285151,1,Graduate Degree,Clerical,Y,PayPal
C00929,Dr.,Eliana,Mendoza,1977-07-17,M,female,eliana.mendoza@hotmail.com,199535,1,Partial College,Management,N,PayPal
C00930,Mrs.,Denise,Shaw,1995-01-10,M,F,denise.shaw@gmail.com,66532,3,Partial College,Professional,Y,Apple Pay
C00931,Dr., Theresa ,Robinson,1971-03-02,S,F,theresa.robinson@protonmail.com,40847,2,High School,Clerical,Y,Credit Card
C00932,Mr.,Luke,Romero,1985-01-03,M,M,luke.romero@gmail.com,37812,4,Partial College,Manual,N,Apple Pay
C00933,Mr.,Levi,Bennett,1965-06-09,S,M,levi.bennett@gmail.com,26244,2,Graduate Degree,Management,Y,Google Pay
C00934,Mrs.,brooke,Allen,1989-08-27,S,F,brooke.allen@gmail.com,70604,2,Bachelors,Management,Y,Apple Pay
C00935,Mr.,Michael,McCoy,1987-05-24,S,M,michael.mccoy@gmail.com,120368,1,Bachelors,Skilled Manual,Y,Credit Card
C00936,Mrs.,Jessica,Phillips,1987-09-18,M,F,jessica.phillips@gmail.com,68172,2,Bachelors,Skilled Manual,N,Apple Pay
C00937,Ms.,Louise,Baker,1974-04-01,S,F,louise.baker@gmail.com,64812,0,Bachelors,Professional,N,Apple Pay
C00938,Ms.,Hazel,PeTeRsOn,1963-04-15,M,F,hazel.peterson@gmail.com,99095,4,Partial College,Clerical,N,Credit Card
C00939,Dr.,Jordan,Brooks,1998-05-16,S,M,jordan.brooks@hotmail.com,82548,0,Partial High School,Skilled Manual,Y,Credit Card
C00940,Ms.,Debra,Gardner,1985-11-10,S,F,debra.gardner@yahoo.com,124329,2,Partial College,Professional,Y,Credit Card
C00941,Mrs.,Joanne,Hernandez,1998-06-27,S,F,joanne.hernandez@outlook.com,62864,2,High School,Management,N,Credit Card
C00942,Mr.,Gary,Maldonado,1966-06-28,S,M,gary.maldonado@icloud.com,113149,2,Partial High School,Skilled Manual,N,Credit Card
C00943,Mr.,gavin,Peters,1956-05-21,S,M,gavin.peters@gmail.com,71627,2,Partial College,Management,Y,PayPal
C00944,Mr.,Tyler,Santos,1962-09-23,M,M,tyler.santos@aol.com,57719,1,Bachelors,Skilled Manual,Y,Credit Card
C00945,Mrs.,Teresa,Meyer,1997-04-24,S,F,teresa.meyer@yahoo.com,117260,2,Partial High School,Skilled Manual,Y,Google Pay
C00946,Mrs.,Skylar,Mendez  ,1980-09-27,S,F,skylar.mendez@gmail.com,81173,1,Graduate Degree,Management,N,PayPal
C00947,Ms.,Ruby,Jacobs,1962-12-10,M,F,ruby.jacobs@gmail.com,50606,4,Partial College,Skilled Manual,N,PayPal
C00948,Mrs.,Cassandra,Hale,1969-07-09,M,F,cassandra.hale@gmail.com,90300,3,High School,Clerical,Y,PayPal
C00949,Mr.,Oscar,Hall,1989-02-07,M,M,oscar.hall@outlook.com,86056,1,Partial College,Skilled Manual,N,PayPal
C00950,Mr.,Wesley,French,1971-03-09,M,M,wesley.french@gmail.com,88315,3,Partial High School,Management,N,Apple Pay
C00951,Dr.,Cameron,Garcia,1991-01-05,S,M,cameron.garcia@outlook.com,264687,0,Partial College,Skilled Manual,N,Credit Card
C00952,Ms.,Diana,Arnold,1968-04-07,S,F,diana.arnold@gmail.com,61244,1,Graduate Degree,Management,Y,Apple Pay
C00953,Mrs.,Madelyn,Hawkins,1976-02-13,S,F,madelyn.hawkins@gmail.com,64413,0,Partial College,Clerical,Y,Credit Card
C00954,Mr.,Bobby,Fernandez,1967-01-04,S,M,bobby.fernandez@gmail.com,50613,0,Bachelors,Skilled Manual,N,Google Pay
C00955,Mrs.,Katie,Black,1983-07-02,S,F,katie.black@gmail.com,61923,2,Partial College,Professional,Y,Credit Card
C00956,Dr.,James,Duncan,1992-03-20,S,M,james.duncan@gmail.com,70281,0,Partial High School,Management,Y,Credit Card
C00957,Mr.,Tucker  ,Young,1984-06-27,S,M,tucker.young@gmail.com,68453,2,Graduate Degree,Clerical,Y,Credit Card
C00958,Mrs.,Beverly,Clark,1979-02-22,S,F,beverly.clark@gmail.com,71593,0,Bachelors,Professional,N,PayPal
C00959,Dr.,Monica,O'Brien,1958-09-14,S,F,monica.obrien@gmail.com,40787,2,Partial College,Professional,N,Credit Card
C00960,Mr.,Damian,Morales,1969-02-20,S,M,damian.morales@gmail.com,34914,0,Bachelors,Professional,N,Credit Card
C00961,Mr.,Justin,Carroll,1971-12-22,M,M,justin.carroll@outlook.com,89649,4,Partial College,Management,Y,Credit Card
C00962,Ms.,Adalynn,Vazquez,1994-05-02,S,F,adalynn.vazquez@gmail.com,118125,2,High School,Skilled Manual,N,Credit Card
C00963,Mrs.,Naomi,moreno,1999-05-23,S,F,naomi.moreno@outlook.com,69526,0,Graduate Degree,Clerical,Y,PayPal
C00964,Ms.,Hannah,Robertson,2000-11-06,M,F,hannah.robertson@yahoo.com,144185,2,Bachelors,Management,N,Credit Card
C00965,Mr.,Spencer, Gray ,1968-04-06,M,M,spencer.gray@outlook.com,126239,3,High School,Professional,Y,Apple Pay
C00966,Mrs.,Paige,Pierce ,1992-10-21,S,F,paige.pierce@gmail.com,48854,1,Graduate Degree,Management,Y,Apple Pay
C00967,Ms.,Martha,Campbell,1985-09-02,M,F,martha.campbell@aol.com,87474,2,Partial College,Skilled Manual,Y,Credit Card
C00968,Ms.,Brittney,Stevens,1999-11-23,S,F,brittney.stevens@gmail.com,91742,0,Partial College,Management,Y,Credit Card
C00969,Mrs.,Dana,Pena,1987-09-05,M,F,dana.pena@gmail.com,55121,1,High School,Professional,Y,Google Pay
C00970,Mr.,Weston,Dixon,1976-10-01,M,M,weston.dixon@outlook.com,74321,0,Bachelors,Management,N,Apple Pay
C00971,Mrs.,AmAnDa,Thompson,1982-02-05,S,F,amanda.thompson@outlook.com,101372,1,High School,Clerical,Y,Credit Card
C00972,Mr.,Jack,Coleman,1998-06-08,M,M,jack.coleman@outlook.com,41033,3,Bachelors,Management,Y,Credit Card
C00973,Mr.,Jesse,Castillo,1995-12-04,M,M,jesse.castillo@protonmail.com,73593,2,Partial High School,Management,N,Credit Card
C00974,Mr.,Jerry,Harper,1970-10-18,M,M,jerry.harper@gmail.com,46152,2,Bachelors,Clerical,N,Credit Card
C00975,Ms.,Hazel,Nichols,1962-04-21,M,F,hazel.nichols@gmail.com,50492,2,High School,Clerical,Y,PayPal
C00976,Mr.,Marcus,Munoz,1962-11-23,S,M,marcus.munoz@outlook.com,44990,1,Bachelors,Management,N,PayPal
C00977,Mr.,Eli,Thomas,1982-07-18,M,M,eli.thomas@outlook.com,146339,0,Bachelors,Professional,Y,Credit Card
C00978,Ms.,Claire,Barnes,1983-12-02,M,F,claire.barnes@gmail.com,85675,4,Bachelors,Manual,N,Credit Card
C00979,Ms.,Alice,RoSe,1957-10-09,M,F,alice.rose@gmail.com,59661,3,Partial College,Professional,N,Credit Card
C00980,Mr.,Charles,Greene,1956-05-28,M,M,charles.greene@yahoo.com,92077,1,Partial High School,Management,Y,Credit Card
C00981,Ms.,Joan,Hamilton,1996-01-26,S,F,joan.hamilton@outlook.com,26838,0,Bachelors,Professional,N,Credit Card
C00982,Dr.,Gertrude,Cooper,1996-12-03,S,F,gertrude.cooper@yahoo.com,95365,0,Graduate Degree,Professional,Y,Credit Card
C00983,Mrs.,Sara,Morrison,1983-12-15,S,F,sara.morrison@hotmail.com,42977,0,Bachelors,Skilled Manual,N,PayPal
C00984,Mrs.,Stacy,Goodwin,1955-10-27,M,F,stacy.goodwin@gmail.com,63484,1,Partial College,Manual,Y,Credit Card
C00985,Mr.,Brody,ScOtT,1974-09-18,S,M,brody.scott@hotmail.com,33996,2,Graduate Degree,Professional,Y,Credit Card
C00986,Mr.,Max,Cruz,1958-10-23,M,M,max.cruz@gmail.com,98797,4,Bachelors,Professional,Y,Credit Card
C00987,Mrs.,Caroline,Manning,1960-09-17,S,F,caroline.manning@gmail.com,74641,2,High School,Professional,Y,Credit Card
C00988,Mr.,Ethan,Williams,1997-01-06,M,M,ethan.williams@gmail.com,55741,4,Partial College,Manual,Y,Credit Card
C00989,Mr.,Carson,hUNTER,1983-10-01,S,M,carson.hunter@hotmail.com,68792,1,Partial High School,Manual,N,Google Pay
C00990,Mrs.,Lauren,Wood,1989-05-05,M,F,lauren.wood@yahoo.com,101290,1,High School,Professional,Y,Credit Card
C00991,Ms.,Sarah,Le,1995-12-13,M,F,sarah.le@outlook.com,283977,4,Partial High School,Clerical,N,Credit Card
C00992,Ms.,Courtney,Lane,2000-11-24,S,F,courtney.lane@gmail.com,89669,2,Partial High School,Management,Y,Credit Card
C00993,Ms.,Holly,Snyder,1971-11-21,S,F,holly.snyder@yahoo.com,49191,0,Graduate Degree,Professional,Y,Credit Card
C00994,Mr.,Chase,Sullivan,1989-05-11,S,M,chase.sullivan@hotmail.com,94871,1,Bachelors,Professional,Y,Credit Card
C00995,Mr.,Jackson,gREEN,1997-12-20,M,M,jackson.green@gmail.com,53201,3,Partial College,Skilled Manual,Y,Credit Card
C00996,Mrs.,Kelsey,Johnson,1958-07-15,M,F,kelsey.johnson@outlook.com,47230,2,Bachelors,Clerical,N,PayPal
C00997,Ms.,Eva,Gilbert,1978-08-05,M,F,eva.gilbert@gmail.com,80692,0,Bachelors,Manual,N,PayPal
C00998,Mr.,Victor,Kelly,1974-01-27,S,M,victor.kelly@gmail.com,178232,1,Graduate Degree,Clerical,Y,Apple Pay
C00999,Mr.,Adrian,Estrada,1968-12-24,M,M,adrian.estrada@gmail.com,94407,2,Partial College,Management,Y,Apple Pay
C01000,Mrs.,Rita,Lee,1969-09-01,M,F,rita.lee@gmail.com,218023,1,Bachelors,Professional,Y,Credit Card
C01001,Mrs.,Bonnie,Simmons,1994-09-10,M,F,bonnie.simmons@outlook.com,125020,3,Bachelors,Clerical,Y,Credit Card
C01002,Ms.,Barbara,Lewis,1978-01-04,M,F,barbara.lewis@icloud.com,25015,0,Bachelors,Skilled Manual,N,Credit Card
C01003,Ms.,Wendy,Willis,1974-10-20,M,F,wendy.willis@gmail.com,69798,0,Graduate Degree,Management,N,Credit Card
C01004,Mr.,Tristan,Chambers,1958-01-18,M,M,tristan.chambers@gmail.com,109174,4,Graduate Degree,Skilled Manual,Y,Google Pay
C01005,Mr.,Jonah,Reyes ,1992-06-22,M,M,jonah.reyes@outlook.com,89115,1,Partial High School,Professional,Y,PayPal
C01006,Mrs.,Kaitlyn,Wright,1960-12-15,S,F,kaitlyn.wright@gmail.com,98181,1,Partial College,Clerical,Y,Google Pay
C01007,Mrs.,Taylor,Cox,1989-06-27,M,F,taylor.cox@gmail.com,119254,1,Partial College,Skilled Manual,Y,PayPal
C01008,Mr.,Thomas ,Walsh,1986-10-11,M,M,thomas.walsh@yahoo.com,82438,2,Bachelors,Manual,Y,Apple Pay
C01009,Mr.,Caleb,Davis,1989-04-19,M,M,caleb.davis@gmail.com,38894,0,Graduate Degree,Professional,Y,Credit Card
C01010,Dr.,Aiden,Chavez,1964-04-02,M,M,aiden.chavez@hotmail.com,27215,2,Bachelors,Management,Y,PayPal
C01011,Mr.,Connor,Knight,1999-08-17,S,M,connor.knight@gmail.com,48026,0,Partial College,Management,Y,PayPal
C01012,Dr.,Gloria,Harvey,1995-01-27,M,F,gloria.harvey@yahoo.com,99655,2,Bachelors,Professional,N,Credit Card
C01013,Dr.,Grayson,Schmidt,1983-04-16,S,M,grayson.schmidt@outlook.com,28002,1,Graduate Degree,Professional,Y,Credit Card
C01014,Mr.,Joseph,Rogers,1983-06-23,M,M,joseph.rogers@gmail.com,32125,2,Partial High School,Skilled Manual,Y,Google Pay
C01015,Mr.,jOSIAH,Castro,1978-04-21,S,M,josiah.castro@gmail.com,72032,1,High School,Professional,Y,Credit Card
C01016,Mr.,Carter,Delgado,1967-04-01,M,M,carter.delgado@gmail.com,76426,3,Bachelors,Clerical,Y,Credit Card
C01017,Mr.,Gage,Nelson,1961-03-25,M,M,gage.nelson@hotmail.com,50529,1,Graduate Degree,Professional,N,Google Pay
C01018,Mrs.,Rachel,Romero,1986-03-01,M,F,rachel.romero@hotmail.com,71306,1,Graduate Degree,Skilled Manual,Y,PayPal
C01019,Mr.,Dominic,Marshall,1987-06-10,M,M,dominic.marshall@live.com,49685,1,Partial College,Manual,N,Apple Pay
C01020,Ms.,Chelsea,Rodriguez,1997-09-24,M,F,chelsea.rodriguez@aol.com,103992,4,Graduate Degree,Clerical,N,Credit Card
C01021,Ms.,Michelle,Kim,1992-11-09,S,F,michelle.kim@yahoo.com,70617,1,High School,Clerical,Y,Credit Card
C01022,Mr.,Nathan,Guzman,1963-06-06,M,M,nathan.guzman@icloud.com,50315,2,Graduate Degree,Management,Y,Apple Pay
C01023,Ms.,Ivy,Perez,1969-08-25,S,F,ivy.perez@gmail.com,92933,2,Graduate Degree,Skilled Manual,N,Credit Card
C01024,Mrs.,Charlotte,Evans,1994-08-19,S,F,charlotte.evans@gmail.com,102044,1,Graduate Degree,Management,N,Credit Card
C01025,Ms.,Cynthia,Palmer,1985-07-08,M,F,cynthia.palmer@gmail.com,67412,1,Partial High School,Professional,Y,Apple Pay
C01026,Ms.,Rose,Hicks,1992-04-14,S,F,rose.hicks@gmail.com,50955,1,Partial High School,Professional,Y,Credit Card
C01027,Mrs.,Rebecca,Hart,1961-04-03,M,F,rebecca.hart@outlook.com,33237,4,Partial College,Management,N,PayPal
C01028,Ms.,Allison,Freeman,1996-02-13,S,F,allison.freeman@gmail.com,29179,1,Partial College,Clerical,N,Credit Card
C01029,Mr.,Sebastian,Riley,1964-11-03,M,M,sebastian.riley@gmail.com,41832,0,Bachelors,Professional,Y,Credit Card
C01030,Ms.,Juanita,James,1958-10-16,M,F,juanita.james@gmail.com,70006,0,Partial College,Management,Y,PayPal
C01031,Mr.,Benjamin,Graham,1971-11-13,S,M,benjamin.graham@yahoo.com,98861,1,Bachelors,Clerical,Y,PayPal
C01032,Mrs.,Erica,Rice,1963-07-07,S,F,erica.rice@gmail.com,28164,0,Partial College,Skilled Manual,Y,PayPal
C01033,Mr.,Elliott,Hansen,1997-05-16,M,M,elliott.hansen@icloud.com,29999,2,Partial High School,Professional,Y,Credit Card
C01034,Mrs.,Savannah,Elliott,1972-03-11,M,F,savannah.elliott@yahoo.com,82947,0,Bachelors,Management,Y,Credit Card
C01035,Mr., Wyatt ,Chapman,1986-02-20,M,M,wyatt.chapman@gmail.com,231458,0,Graduate Degree,Professional,Y,PayPal
C01036,Mrs.,Ellen,Edwards,1966-04-08,M,F,ellen.edwards@gmail.com,61744,3,High School,Skilled Manual,N,PayPal
C01037,Mr.,John,Sanchez,1976-02-12,S,M,john.sanchez@gmail.com,51782,2,Bachelors,Management,N,Credit Card
C01038,Mrs.,Ariana,Williamson,1980-01-18,M,F,ariana.williamson@gmail.com,41441,4,Bachelors,Clerical,Y,PayPal
C01039,Mr.,Roman,Carlson,1963-08-10,M,M,roman.carlson@yahoo.com,197775,1,Partial College,Clerical,Y,Google Pay
C01040,Dr.,Catherine,Ward,1997-10-13,M,F,catherine.ward@gmail.com,84395,2,Bachelors,Professional,Y,Apple Pay
C01041,Dr.,Joshua,Ferguson,1986-06-02,S,M,joshua.ferguson@gmail.com,224154,0,Bachelors,Manual,N,PayPal
C01042,Mrs.,GEORGIA,Diaz,1984-08-05,S,F,georgia.diaz@gmail.com,44310,0,Partial College,Skilled Manual,Y,PayPal
C01043,Mrs.,Becky,Andrews,2000-08-18,S,F,becky.andrews@outlook.com,267694,0,Bachelors,Skilled Manual,Y,PayPal
C01044,Ms.,Nora,Li,1955-09-13,M,F,nora.li@icloud.com,86895,2,High School,Clerical,Y,Credit Card
C01045,Mrs.,Pauline,Wilson,1965-08-26,S,F,pauline.wilson@aol.com,90309,0,Graduate Degree,Management,Y,Credit Card
C01046,Mr.,Declan,Mills,1983-08-25,S,M,declan.mills@gmail.com,65177,0,Partial College,Clerical,N,Apple Pay
C01047,Mrs.,Lynn,Jackson,1981-02-22,M,F,lynn.jackson@gmail.com,45523,0,Bachelors,Clerical,Y,Credit Card
C01048,Mrs.,Mary,Carpenter,1964-12-07,M,F,mary.carpenter@gmail.com,88476,0,Graduate Degree,Professional,Y,Credit Card
C01049,Mr.,Jonathan,Jacobs,1984-09-09,S,M,jonathan.jacobs@gmail.com,59353,2,Bachelors,Skilled Manual,Y,Credit Card
C01050,Mr.,Jacob,Hernandes,1960-11-09,S,M,jacob.hernandes@protonmail.com,184556,2,Bachelors,Management,Y,Credit Card
C01051,Mr.,Oliver,Wells,1994-09-05,S,M,oliver.wells@icloud.com,28376,0,High School,Management,N,Apple Pay
C01052,Ms.,Erin,Ford,1964-06-02,S,F,erin.ford@gmail.com,93111,0,High School,Clerical,Y,PayPal
C01053,Ms.,Jade,STEPHENS,1960-12-28,S,F,jade.stephens@yahoo.com,246901,2,High School,Clerical,Y,Credit Card
C01054,Mr.,Maxwell,Weaver,1957-03-11,S,M,maxwell.weaver@gmail.com,76870,1,Graduate Degree,Clerical,Y,Credit Card
C01055,Mr.,Richard,Woods,1995-05-04,M,M,richard.woods@gmail.com,55043,0,High School,Management,N,PayPal
C01056,Mr.,Roger,Martin,1972-04-24,M,M,roger.martin@gmail.com,43733,2,Bachelors,Professional,Y,PayPal
C01057,Ms.,Edna,Ortega,1971-09-08,S,F,edna.ortega@hotmail.com,154270,1,Bachelors,Management,Y,PayPal
C01058,Mrs.,Betty,Nguyen,1965-03-21,M,F,betty.nguyen@gmail.com,69869,1,Partial College,Manual,Y,PayPal
C01059,Ms.,  Luna,White,1955-05-19,M,F,luna.white@hotmail.com,89201,1,Partial High School,Skilled Manual,N,PayPal
C01060,Dr.,Patrick,Reid,1963-02-11,S,M,patrick.reid@protonmail.com,60732,0,Graduate Degree,Skilled Manual,Y,Credit Card
C01061,Ms.,Andrea,Spencer,1957-10-01,M,F,andrea.spencer@yahoo.com,79662,3,Partial College,Clerical,Y,Credit Card
C01062,Dr.,Piper,Perkins,1990-07-18,M,F,piper.perkins@gmail.com,93266,2,Bachelors,Skilled Manual,Y,Apple Pay
C01063,Dr.,Henry,Porter,1972-03-10,M,M,henry.porter@hotmail.com,92577,0,Partial College,Skilled Manual,N,Credit Card
C01064,Mr.,Daniel,Valdez,1975-07-17,M,M,daniel.valdez@outlook.com,40964,4,Bachelors,Manual,Y,Credit Card
C01065,Ms.,Geraldine,Mason,1973-08-20,M,F,geraldine.mason@gmail.com,97876,2,Partial High School,Professional,Y,Credit Card
C01066,Mr.,Arthur,Santiago,1970-07-04,S,M,arthur.santiago@yahoo.com,94325,2,Bachelors,Clerical,Y,Credit Card
C01067,Ms.,Heather,Ortiz,1998-11-16,S,F,heather.ortiz@gmail.com,43817,2,Graduate Degree,Manual,Y,Credit Card
C01068,Mrs.,Shannon,Hunt,1971-04-08,M,F,shannon.hunt@outlook.com,74925,1,Bachelors,Manual,N,Credit Card
C01069,Mrs.,Kennedy,Cunningham,1977-06-10,M,,kennedy.cunningham@outlook.com,59133,0,Bachelors,Skilled Manual,Y,Apple Pay
C01070,Mr.,Robert,Burke,1956-07-06,M,M,robert.burke@outlook.com,38855,3,High School,Professional,Y,PayPal
C01071,Ms.,Kathleen,Wallace,1985-01-05,M,F,kathleen.wallace@hotmail.com,61010,2,Graduate Degree,Professional,Y,Credit Card
C01072,Mrs.,Cassie,Carr,1997-09-11,S,F,cassie.carr@live.com,57035,2,Partial High School,Clerical,Y,Credit Card
C01073,Mr.,CHRISTOPHER,Sims,1972-07-05,M,M,christopher.sims@aol.com,137696,1,Partial College,Clerical,Y,Apple Pay
C01074,Dr.,Mariah  ,Newman,1979-04-09,M,F,mariah.newman@gmail.com,69767,2,Bachelors,Management,N,Apple Pay
C01075,Dr.,Autumn,Rivera,1983-12-25,M,F,autumn.rivera@yahoo.com,43583,2,Partial College,Skilled Manual,N,Credit Card
C01076,Dr.,  Mateo,Gutierrez,1986-04-26,M,M,mateo.gutierrez@live.com,71049,3,Bachelors,Skilled Manual,N,PayPal
C01077,Mr.,Theo,Foster,1978-05-20,M,M,theo.foster@gmail.com,127064,4,Graduate Degree,Skilled Manual,Y,Credit Card
C01078,Mr.,Blake,Brown,1962-10-19,M,M,blake.brown@gmail.com,49156,4,Partial College,Manual,Y,Credit Card
C01079,Mr.,Jeremy,Simpson,1973-07-28,M,M,jeremy.simpson@gmail.com,73142,1,High School,Professional,Y,Credit Card
C01080,Mr.,Carl,Owens,1978-04-26,S,M,carl.owens@hotmail.com,46307,2,Bachelors,Skilled Manual,Y,Credit Card
C01081,Ms.,Josephine,Collins,1964-03-03,M,F,josephine.collins@outlook.com,143898,1,Bachelors,Professional,N,Apple Pay
C01082,Dr.,Emilia,Harrison,1965-04-15,M,F,emilia.harrison@gmail.com,26429,2,High School,Skilled Manual,N,Apple Pay
C01083,Mr.,Ezekiel,Parker,1967-11-22,M,M,ezekiel.parker@gmail.com,78507,1,Partial High School,Professional,Y,PayPal
C01084,Ms.,Lucille,Patel,1985-09-05,M,F,lucille.patel@outlook.com,51006,2,Bachelors,Clerical,N,PayPal
C01085,Mr.,Gerald,Vasquez,1960-06-08,M,M,gerald.vasquez@yahoo.com,83574,2,Bachelors,Management,Y,Credit Card
C01086,Mr.,Bryan,Wagner,1990-12-11,M,M,bryan.wagner@gmail.com,28896,1,Bachelors,Professional,Y,Apple Pay
C01087,Ms.,Sophia,Taylor,1993-12-18,S,F,sophia.taylor@gmail.com,114216,1,Graduate Degree,Clerical,Y,PayPal
C01088,Dr.,Zachary,Larson,2000-10-02,S,M,zachary.larson@live.com,78563,2,Graduate Degree,Clerical,Y,Apple Pay
C01089,Mr.,Mark,Grant,1979-10-16,S,M,mark.grant@hotmail.com,62779,1,Partial High School,Professional,N,PayPal
C01090,Mr.,Beckett,Burns,1984-01-12,S,M,beckett.burns@hotmail.com,94713,2,Graduate Degree,Management,Y,Credit Card
C01091,Mr.,Elijah,Lopez,1958-04-28,M,M,elijah.lopez@live.com,40041,1,Bachelors,Management,Y,PayPal
C01092,Mrs.,Dorothy,Wong,2000-08-09,M,F,dorothy.wong@outlook.com,63187,0,Bachelors,Clerical,Y,Apple Pay
C01093,Ms.,Abigail,Herrera,1971-08-15,M,Female,abigail.herrera@yahoo.com,109292,1,High School,Skilled Manual,N,Credit Card
C01094,Ms.,Susan,Dunn,1973-02-17,M,F,susan.dunn@hotmail.com,81532,0,Bachelors,Skilled Manual,N,Credit Card
C01095,Mrs.,Janice,Murray,1976-11-22,M,F,janice.murray@hotmail.com,122450,3,Bachelors,Clerical,Y,Apple Pay
C01096,Mr.,Maverick,Hughes,1986-08-21,S,M,maverick.hughes@gmail.com,70734,1,Bachelors,Management,Y,Apple Pay
C01097,Mr.,Brian,Medina,1969-01-14,S,M,brian.medina@hotmail.com,172238,2,Graduate Degree,Management,N,PayPal
C01098,Dr.,Terry,Watson,1971-05-06,S,M,terry.watson@gmail.com,82271,1,Bachelors,Professional,Y,Apple Pay
C01099,Ms.,Emilia,Russell,1977-01-18,M,F,emilia.russell@icloud.com,62369,0,Bachelors,Skilled Manual,Y,Apple Pay
C01100,Ms.,Christine,Butler,1973-07-21,S,F,christine.butler@gmail.com,91610,2,Graduate Degree,Professional,Y,PayPal
C01101,Ms.,Julia,Rios,1993-01-23,M,F,julia.rios@yahoo.com,66851,2,Partial College,Professional,N,Credit Card
C01102,Ms.,Tina,Silva,1961-08-14,S,F,tina.silva@gmail.com,111869,2,Partial College,Skilled Manual,Y,Apple Pay
C01103,Ms.,Pauline,Smith,1992-03-20,M,F,pauline.smith@gmail.com,41718,4,High School,Management,N,PayPal
C01104,Dr.,Brittany,Austin,1980-09-06,M,F,brittany.austin@gmail.com,64943,4,Bachelors,Management,Y,Credit Card
C01105,Mr.,Stephen,Miller,1973-12-10,M,M,stephen.miller@hotmail.com,127113,2,Graduate Degree,Clerical,N,Credit Card
C01106,Mr.,Lucas,Guerrero,1957-10-10,M,M,lucas.guerrero@yahoo.com,80707,3,High School,Professional,Y,Credit Card
